0708	LING_2 QI_1 LING_2 BA_1
6800	LIU_4 BA_1 LING_2 LING_2;LIU_4 QIAN_1 BA_1 BAI_3
6818	LIU_4 BA_1 YAO_1 BA_1;LIU_4 BA_1 YI_1 BA_1;LIU_4 BA_1 YI_4 BA_1;LIU_4 QIAN_1 BA_1 BAI_3 YI_1 SHI_2 BA_1;LIU_4 QIAN_1 BA_1 BAI_3 YI_4 SHI_2 BA_1
6	LIU_4
7018	QI_1 LING_2 YAO_1 BA_1;QI_1 LING_2 YI_1 BA_1;QI_1 LING_2 YI_4 BA_1;QI_1 QIAN_1 LING_2 YI_1 SHI_2 BA_1;QI_1 QIAN_1 LING_2 YI_4 SHI_2 BA_1
7020	QI_1 LING_2 ER_4 LING_2;QI_1 QIAN_1 LING_2 ER_4 SHI_2
7100	QI_1 QIAN_1 YI_1 BAI_3;QI_1 QIAN_1 YI_4 BAI_3;QI_1 YAO_1 LING_2 LING_2;QI_1 YI_1 LING_2 LING_2;QI_1 YI_4 LING_2 LING_2
7135	QI_1 QIAN_1 YI_1 BAI_3 SAN_1 SHI_2 WU_3;QI_1 QIAN_1 YI_4 BAI_3 SAN_1 SHI_2 WU_3;QI_1 YAO_1 SAN_1 WU_3;QI_1 YI_1 SAN_1 WU_3;QI_1 YI_4 SAN_1 WU_3
7200	QI_1 ER_4 LING_2 LING_2;QI_1 QIAN_1 ER_4 BAI_3
7278	QI_1 ER_4 QI_1 BA_1;QI_1 QIAN_1 ER_4 BAI_3 QI_1 SHI_2 BA_1
7296	QI_1 ER_4 JIU_3 LIU_4;QI_1 QIAN_1 ER_4 BAI_3 JIU_3 SHI_2 LIU_4
7500	QI_1 QIAN_1 WU_3 BAI_3;QI_1 WU_3 LING_2 LING_2
7777	QI_1 QI_1 QI_1 QI_1
7778	QI_1 QIAN_1 QI_1 BAI_3 QI_1 SHI_2 BA_1;QI_1 QI_1 QI_1 BA_1
7800	QI_1 BA_1 LING_2 LING_2;QI_1 QIAN_1 BA_1 BAI_3
7	QI_1
8000	BA_1 LING_2 LING_2 LING_2;BA_1 QIAN_1
8008	BA_1 LING_2 LING_2 BA_1
8012	BA_1 LING_2 YAO_1 ER_4;BA_1 LING_2 YI_1 ER_4;BA_1 LING_2 YI_4 ER_4;BA_1 QIAN_1 LING_2 YI_1 SHI_2 ER_4;BA_1 QIAN_1 LING_2 YI_4 SHI_2 ER_4
8085	BA_1 LING_2 BA_1 WU_3;BA_1 QIAN_1 LING_2 BA_1 SHI_2 WU_3
8090	BA_1 LING_2 JIU_3 LING_2;BA_1 QIAN_1 LING_2 JIU_3 SHI_2
8100	BA_1 QIAN_1 YI_1 BAI_3;BA_1 QIAN_1 YI_4 BAI_3;BA_1 YAO_1 LING_2 LING_2;BA_1 YI_1 LING_2 LING_2;BA_1 YI_4 LING_2 LING_2
8150	BA_1 QIAN_1 YI_1 BAI_3 WU_3 SHI_2;BA_1 QIAN_1 YI_4 BAI_3 WU_3 SHI_2;BA_1 YAO_1 WU_3 LING_2;BA_1 YI_1 WU_3 LING_2;BA_1 YI_4 WU_3 LING_2
8185	BA_1 QIAN_1 YI_1 BAI_3 BA_1 SHI_2 WU_3;BA_1 QIAN_1 YI_4 BAI_3 BA_1 SHI_2 WU_3;BA_1 YAO_1 BA_1 WU_3;BA_1 YI_1 BA_1 WU_3;BA_1 YI_4 BA_1 WU_3
8297	BA_1 ER_4 JIU_3 QI_1;BA_1 QIAN_1 ER_4 BAI_3 JIU_3 SHI_2 QI_1
8500	BA_1 QIAN_1 WU_3 BAI_3;BA_1 WU_3 LING_2 LING_2
8650	BA_1 LIU_4 WU_3 LING_2;BA_1 QIAN_1 LIU_4 BAI_3 WU_3 SHI_2
8800	BA_1 BA_1 LING_2 LING_2;BA_1 QIAN_1 BA_1 BAI_3
8802	BA_1 BA_1 LING_2 ER_4;BA_1 QIAN_1 BA_1 BAI_3 LING_2 ER_4
8830	BA_1 BA_1 SAN_1 LING_2;BA_1 QIAN_1 BA_1 BAI_3 SAN_1 SHI_2
8848	BA_1 BA_1 SI_4 BA_1
8868	BA_1 BA_1 LIU_4 BA_1
8888	BA_1 BA_1 BA_1 BA_1;BA_1 QIAN_1 BA_1 BAI_3 BA_1 SHI_2 BA_1
8	BA_1
9001	JIU_3 LING_2 LING_2 YAO_1;JIU_3 LING_2 LING_2 YI_1;JIU_3 LING_2 LING_2 YI_4;JIU_3 QIAN_1 LING_2 YI_1;JIU_3 QIAN_1 LING_2 YI_4
9100	JIU_3 QIAN_1 YI_1 BAI_3;JIU_3 QIAN_1 YI_4 BAI_3;JIU_3 YAO_1 LING_2 LING_2;JIU_3 YI_1 LING_2 LING_2;JIU_3 YI_4 LING_2 LING_2
9158	JIU_3 QIAN_1 YI_1 BAI_3 WU_3 SHI_2 BA_1;JIU_3 QIAN_1 YI_4 BAI_3 WU_3 SHI_2 BA_1;JIU_3 YAO_1 WU_3 BA_1;JIU_3 YI_1 WU_3 BA_1;JIU_3 YI_4 WU_3 BA_1
9220	JIU_3 ER_4 ER_4 LING_2;JIU_3 QIAN_1 ER_4 BAI_3 ER_4 SHI_2
9300	JIU_3 QIAN_1 SAN_1 BAI_3;JIU_3 SAN_1 LING_2 LING_2
9500	JIU_3 QIAN_1 WU_3 BAI_3;JIU_3 WU_3 LING_2 LING_2
9800	JIU_3 BA_1 LING_2 LING_2;JIU_3 QIAN_1 BA_1 BAI_3
9877	JIU_3 BA_1 QI_1 QI_1
9900	JIU_3 JIU_3 LING_2 LING_2;JIU_3 QIAN_1 JIU_3 BAI_3
9955	JIU_3 JIU_3 WU_3 WU_3
9988	JIU_3 JIU_3 BA_1 BA_1;JIU_3 QIAN_1 JIU_3 BAI_3 BA_1 SHI_2 BA_1
9	JIU_3
一	YAO_1;YI_1;YI_4;YI_2;YI_0
一一	YI_1 YI_1;YI_4 YI_4
一一一	YI_1 YI_1 YI_1
一丁	YI_4 DING_1
一丁点	YI_4 DING_1 DIAN_3
一丁点儿	YI_4 DING_1 DIAN_3 ER_0
一七	YI_1 QI_1;YI_4 QI_1
一七一	YI_1 QI_1 YI_1
一七五	YI_1 QI_1 WU_3
一万	YI_1 WAN_4;YI_2 WAN_4
一万年	YI_2 WAN_4 NIAN_2
一丈	YI_2 ZHANG_4
一三	YI_1 SAN_1;YI_4 SAN_1
一三一	YI_1 SAN_1 YI_1
一三五	YI_1 SAN_1 WU_3
一上	YI_2 SHANG_4
一下	YI_2 XIA_4
一下下	YI_2 XIA_4 XIA_4
一下子	YI_2 XIA_4 ZI_3;YI_2 XIA_4 ZI_0
一不小心	YI_2 BU_4 XIAO_3 XIN_1
一不怕苦	YI_2 BU_2 PA_4 KU_3
一不留神	YI_2 BU_4 LIU_2 SHEN_2
一专多能	YI_4 ZHUAN_1 DUO_1 NENG_2
一世	YI_2 SHI_4
一丘之貉	YI_4 QIU_1 ZHI_1 HE_2
一东	YI_4 DONG_1
一丝	YI_1 SI_1;YI_4 SI_1
一丝一毫	YI_4 SI_1 YI_4 HAO_2
